,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Pair,Root,Subcategory
71,KEGG_2021_Human,p53 signaling pathway,27/73,1.919700450937156e-06,8.425351979113075e-06,0,0,3.4518150972856114,45.43742057259755,CDKN1A;CD82;SERPINE1;PTEN;CASP9;CASP8;CCND2;CASP3;CHEK2;BID;RRM2;GADD45B;IGFBP3;SHISA5;TNFRSF10B;TNFRSF10A;SERPINB5;TP53I3;RRM2B;CCNE1;BCL2;CDK1;BAX;FAS;TP53;BCL2L1;TP73,0,Cellular Processes,Cell growth and death
72,KEGG_2021_Human,Antigen processing and presentation,28/78,2.4830476314623007e-06,1.074853495263133e-05,0,0,3.293651122625216,42.50794000341823,IFI30;KIR2DL2;TNF;KIR2DL3;CTSS;CTSL;KLRC1;B2M;CTSB;PDIA3;CD74;NFYA;KIR2DS4;TAP1;KIR3DL1;HLA-A;HSPA2;KIR3DL2;HLA-E;CD4;IFNG;CD8A;PSME1;PSME2;HLA-DRA;KLRD1;HSPA1A;LGMN,0,Organismal Systems,Immune system
73,KEGG_2021_Human,Salmonella infection,64/249,2.8918272874287647e-06,1.2348884092263371e-05,0,0,2.043973039146177,26.068059470931924,CXCL8;BRK1;WASL;TNF;CASP7;CASP8;TUBB3;AKT2;CASP3;AKT3;CASP4;TNFSF10;CASP1;IKBKG;HRAS;MAP2K1;ANXA2;DYNLT1;DYNLT3;IL18;TRAF2;FOS;IRAK4;TNFRSF1A;IL1B;TLR4;GAPDH;BIRC2;ARF6;TLR2;DCTN6;AHNAK;DCTN2;DCTN1;LY96;TXN;HSP90B1;CYTH3;MAPK9;RRAS;IRAK1;PODXL;MYO6;SNX9;CD14;FADD;RILP;WASF3;MAP2K6;DYNC1H1;JUN;AHNAK2;M6PR;TNFRSF10B;TNFRSF10A;NFKB1;MAPK13;MYLPF;SNX18;IL6;PTPRC;BCL2;BAX;TAB2,0,Human Diseases,Infectious disease: bacterial
74,KEGG_2021_Human,Breast cancer,43/147,3.737865651513419e-06,1.5748873945043205e-05,0,0,2.4366953792735044,30.45137189836944,NOTCH2;NOTCH3;CDKN1A;NOTCH1;SHC1;FLT4;ARAF;PTEN;FZD10;FGF2;DLL1;FGF3;EGFR;IGF1R;FGF5;DLL4;FGF6;FGF7;FGF9;AKT2;AKT3;ERBB2;FGF20;TNFSF11;FGF23;HRAS;FGF21;MAP2K1;JUN;GADD45B;EGF;AXIN1;FZD8;FOS;WNT9A;ESR1;NFKB2;FGF16;FGF19;KIT;BAX;PGR;TP53,0,Human Diseases,Cancer: specific types
75,KEGG_2021_Human,Pancreatic secretion,33/102,4.645787671950329e-06,1.910862949026913e-05,0,0,2.814623138257861,34.5623045044986,PNLIPRP1;CELA3A;PNLIPRP2;CPB2;CPB1;AMY2A;AMY2B;SCT;PLA2G1B;ITPR1;RAP1A;CA2;CD38;PRSS2;SLC12A2;CPA2;CPA1;CELA2A;CTRB1;PLA2G2A;ATP2B4;ATP1B4;ATP1B3;RAB27B;ATP1B2;ATP1B1;BST1;CTRL;PLA2G10;GNAS;PLCB1;PLCB2;PNLIP,0,Organismal Systems,Digestive system
76,KEGG_2021_Human,Pancreatic cancer,27/76,4.686085480535667e-06,1.910862949026913e-05,0,0,3.2399086706505806,39.75663734890781,CDKN1A;RALB;ARAF;TGFA;EGFR;CASP9;MAPK9;AKT2;AKT3;ERBB2;RAC3;IKBKG;SMAD2;MAP2K1;TGFB2;SMAD3;TGFB1;GADD45B;EGF;TGFBR1;NFKB1;TGFBR2;VEGFA;RAD51;BAX;TP53;BCL2L1,0,Human Diseases,Cancer: specific types
77,KEGG_2021_Human,Bladder cancer,18/41,6.027219814855594e-06,2.410887925942237e-05,0,0,4.594357554441368,55.22061585613521,CDKN1A;MAP2K1;CXCL8;SRC;EGF;MMP1;DAPK2;ARAF;MMP9;UPK3A;EGFR;TYMP;VEGFA;CDH1;ERBB2;HRAS;TP53;HBEGF,0,Human Diseases,Cancer: specific types
78,KEGG_2021_Human,FoxO signaling pathway,39/131,6.534723001394466e-06,2.5812155855508146e-05,0,0,2.4965891274196466,29.805231201759984,CDKN1A;ARAF;PTEN;FASLG;FOXO3;STK4;FOXO1;GABARAP;PRKAG3;EGFR;IGF1R;MAPK9;STK11;CCND2;BCL2L11;AKT2;AKT3;TNFSF10;EP300;HRAS;IL10;CDKN2D;GABARAPL1;MAP2K1;TGFB2;SMAD3;TGFB1;GADD45B;EGF;INSR;SOD2;PRKAB1;SIRT1;TGFBR1;TGFBR2;MAPK13;IL6;CAT;IL7R,0,Environmental Information Processing,Signal transduction
79,KEGG_2021_Human,Primary immunodeficiency,17/38,8.001516238967673e-06,3.121579174708376e-05,0,0,4.751286336971127,55.76052394146214,CD40;DCLRE1C;TNFRSF13B;TAP1;TNFRSF13C;CD3E;IL2RG;CD3D;UNG;CD4;CD40LG;PTPRC;CD8A;BLNK;IKBKG;IL7R;ADA,0,Human Diseases,Immune disease
80,KEGG_2021_Human,NOD-like receptor signaling pathway,49/181,9.014454418761848e-06,3.473862922352127e-05,0,0,2.1886532337993714,25.424886923449503,CXCL8;CXCL1;CXCL3;TNF;CASP8;NAMPT;CASP4;CASP1;IKBKG;CTSB;GABARAPL1;IL18;TRAF2;IRAK4;TRAF3;IL1B;PLCB1;PLCB2;TLR4;BIRC2;IFNAR1;RNF31;ITPR1;XIAP;TXN;TANK;GABARAP;MAPK9;CCL5;CCL2;FADD;TP53BP1;GBP2;GBP1;GBP4;JUN;STAT2;NEK7;ERBIN;NFKB1;MAPK13;IL6;MAVS;ATG16L1;BCL2;PYDC1;TAB2;SUGT1;BCL2L1,0,Organismal Systems,Immune system
81,KEGG_2021_Human,Cellular senescence,43/156,1.9261308552121544e-05,7.333221087313744e-05,0,0,2.2414331366765,24.3361635115704,CDKN1A;CXCL8;TRAF3IP2;SERPINE1;ITPR1;PTEN;FOXO3;FOXO1;PPP1CC;PPP3R1;CCND2;RRAS;AKT2;CHEK2;AKT3;EIF4EBP1;NBN;HRAS;MAP2K6;SMAD2;MAP2K1;TGFB2;SMAD3;TGFB1;GADD45B;IGFBP3;NFATC3;TSC1;NFATC1;HLA-A;SIRT1;CDC25A;NFKB1;TGFBR1;HLA-E;TGFBR2;MAPK13;IL1A;IL6;CCNE1;MAPKAPK2;CDK1;TP53,0,Cellular Processes,Cell growth and death
82,KEGG_2021_Human,Pyrimidine metabolism,21/56,2.0359890812768744e-05,7.659197020041575e-05,0,0,3.523501033769814,38.06065989630215,CDA;DTYMK;DUT;CANT1;RRM2;ENTPD5;ENTPD6;NUDT2;NME3;UPB1;NME1;TYMP;DHODH;DCTD;NT5C3A;NT5C;NT5E;RRM2B;NT5C1A;TK1;DCTPP1,0,Metabolism,Nucleotide metabolism
83,KEGG_2021_Human,Transcriptional misregulation in cancer,50/192,2.3074308981542263e-05,8.578213691961596e-05,0,0,2.0755406087762216,22.16011272042154,CD86;CD40;CDKN1A;CSF2;CXCL8;FLT1;ITGAM;FLT3;JMJD1C;PLAT;MPO;IGF1R;HHEX;CCND2;PLAU;ITGB7;IGFBP3;IL1R2;MMP3;MMP9;TGFBR2;SPINT1;TP53;MET;BIRC2;CSF1R;CEBPA;CEBPB;MAX;PDGFA;MLLT1;FOXO1;FUT8;TSPAN7;CD14;NGFR;SMAD1;ZBTB17;GADD45B;FUS;ZBTB16;ASPSCR1;GZMB;FLI1;NFKB1;IL3;IL6;IL2RB;BAX;BCL2L1,0,Human Diseases,Cancer: overview
84,KEGG_2021_Human,Neurotrophin signaling pathway,35/119,2.532696167449029e-05,9.306185917603408e-05,0,0,2.4516678208679594,25.94757219193653,BEX3;MAGED1;SHC1;FASLG;FOXO3;CRKL;NTF4;MAPK9;RAP1A;IRAK1;AKT2;AKT3;NTF3;ABL1;HRAS;SH2B3;MAP3K5;NGFR;NTRK2;MAP2K1;JUN;BDNF;SORT1;NTRK3;IRAK4;NGF;NFKB1;MAPK13;MAPKAPK2;BCL2;BAX;NFKBIE;TP53;ATF4;TP73,0,Organismal Systems,Nervous system
85,KEGG_2021_Human,PPAR signaling pathway,25/74,2.815145034645224e-05,0.00010225124493653916,0,0,2.9978451007732287,31.41115620410493,LPL;DBI;SCP2;OLR1;ACADM;CD36;ACAA1;PLTP;HMGCS1;ACSL1;MMP1;ADIPOQ;APOA2;APOA1;SORBS1;FABP1;FABP2;FABP3;FABP4;FABP5;ACOX1;FABP6;ANGPTL4;PLIN1;SLC27A4,0,Organismal Systems,Endocrine system
86,KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,24/70,3.0701539219170694e-05,0.00011024643628702204,0,0,3.065104908739145,31.850111283910763,LYN;ATP6V1G1;JUN;CXCL8;ATP6V1G2;SRC;CXCL1;CXCL3;F11R;EGFR;NFKB1;MAPK13;MAPK9;PTPRZ1;CASP3;CCL5;IKBKG;MET;ATP6V1D;GIT1;JAM2;HBEGF;ATP6V1F;JAM3,0,Human Diseases,Infectious disease: bacterial
87,KEGG_2021_Human,Endocytosis,61/252,3.534574096164253e-05,0.0001254972375716746,0,0,1.8843155117974837,19.31486082265684,SH3GL3;TFRC;CLTA;WASL;IGF1R;CHMP1A;LDLRAP1;HRAS;GIT1;WASHC3;PDGFRA;SH3GLB2;USP8;IST1;VPS37A;HLA-A;DNM1;EPN1;TGFBR1;HLA-E;RNF41;TGFBR2;DNM3;RABEP1;HGS;DNAJC6;PARD3;STAMBP;CHMP6;VPS28;ARF6;SRC;VPS4B;NEDD4L;IL2RG;EGFR;CYTH3;SNX2;GRK5;RAB11FIP3;LDLR;SNX5;SMAD2;SMAD3;VTA1;STAM;AP2B1;HSPA2;IGF2R;SPART;RAB10;EHD3;DAB2;IL2RA;IL2RB;FOLR3;FGFR4;FOLR2;FOLR1;FGFR2;HSPA1A,0,Cellular Processes,Transport and catabolism
88,KEGG_2021_Human,Non-alcoholic fatty liver disease,42/155,3.719126725620507e-05,0.00013058267169956448,0,0,2.1885468725522417,22.321945018932198,CEBPA;CXCL8;NDUFB7;FASLG;COX5B;TNF;PRKAG3;MAPK9;CASP7;BCL2L11;CASP8;AKT2;CASP3;AKT3;LEPR;BID;IL6R;MAP3K5;JUN;TGFB1;NDUFA5;PKLR;INSR;ADIPOQ;EIF2AK3;TRAF2;FOS;PRKAB1;SDHB;NFKB1;COX6B1;TNFRSF1A;MAPK13;ERN1;IL1A;IL6;NDUFS6;IL1B;LEP;BAX;FAS;ATF4,0,Human Diseases,Endocrine and metabolic disease
89,KEGG_2021_Human,Asthma,14/31,4.444847154410082e-05,0.00015378615231415925,0,0,4.8296362202495295,48.398653813387455,IL10;CD40;CCL11;IL13;PRG2;RNASE3;TNF;IL4;IL3;CD40LG;IL5;IL9;FCER1A;HLA-DRA,0,Human Diseases,Immune disease
90,KEGG_2021_Human,Human immunodeficiency virus 1 infection,53/212,4.477318358513497e-05,0.00015378615231415925,0,0,1.964924506387921,19.676559830089637,CD3G;FASLG;CD3E;CD3D;TNF;CRKL;GNGT1;CASP9;CASP8;AP1G2;TRIM5;AKT2;CASP3;AKT3;RAC3;ELOB;IKBKG;B2M;HRAS;PDIA3;MAP2K1;TAP1;TRAF2;HLA-A;FOS;IRAK4;TNFRSF1B;HLA-E;TNFRSF1A;TLR4;TLR2;PXN;ITPR1;MAPK9;PPP3R1;IRAK1;FADD;BID;PAK4;MAP2K6;JUN;NFATC3;NFATC1;NFKB1;MAPK13;BST2;CD4;BCL2;CDK1;FAS;BAX;TAB2;BCL2L1,0,Human Diseases,Infectious disease: viral
91,KEGG_2021_Human,Hypertrophic cardiomyopathy,28/90,5.279911348062712e-05,0.0001794034393535287,0,0,2.6542982895983065,26.142226741165004,ITGB1;ITGB5;LAMA1;CACNA1C;TNF;PRKAG3;TTN;DAG1;ITGAV;ITGB7;DMD;TNNI3;ITGB6;EDN1;TGFB2;ACE;TGFB1;TPM3;ITGA2;PRKAB1;AGT;CACNB1;CACNB3;IL6;MYL3;ITGA11;ITGA6;ITGA5,0,Human Diseases,Cardiovascular disease
92,KEGG_2021_Human,Calcium signaling pathway,58/240,5.703435207657729e-05,0.00019173250272551515,0,0,1.879274303358073,18.36399938719613,RET;RYR1;CHRM1;FLT1;FLT4;FGF2;FGF3;FGF5;FGF6;FGF7;EDNRB;FGF9;KDR;CD38;NOS1;PDGFRB;PDGFRA;HGF;MST1;F2R;NGF;PPIF;CASQ2;PLCB1;PLCB2;MET;PDE1C;PDGFB;ITPR1;PDGFA;CACNA1C;EGFR;CACNA1H;PPP3R1;ERBB3;ERBB4;PDGFC;ERBB2;FGF20;FGF23;FGF21;NTRK2;NOS2;EGF;NOS3;NTRK3;VEGFB;ATP2B4;VEGFC;VEGFD;VEGFA;FGF16;GDNF;FGF19;HRC;GNAS;FGFR4;FGFR2,0,Environmental Information Processing,Signal transduction
93,KEGG_2021_Human,Staphylococcus aureus infection,29/95,5.76820174162687e-05,0.0001918686053004306,0,0,2.582767900148688,25.209274200702424,CFD;C1QA;ITGAM;SELPLG;C1S;CFH;C1R;ITGB2;CFI;PLG;ITGAL;FCAR;ICAM1;C2;C3;C5;FCGR3B;MBL2;IL10;SELP;KRT19;FCGR2A;KRT18;KRT17;KRT14;HLA-DRA;MASP1;FCGR2B;CFB,0,Human Diseases,Infectious disease: bacterial
94,KEGG_2021_Human,Renal cell carcinoma,23/69,7.363822216260781e-05,0.00024239248128525071,0,0,2.936379310344828,27.943602515094582,EGLN1;CDKN1A;MAP2K1;FH;JUN;TGFB2;TGFB1;HGF;ARAF;PDGFB;ARNT;TGFA;HIF1A;CRKL;VEGFA;RAP1A;AKT2;AKT3;EP300;ELOB;HRAS;MET;PAK4,0,Human Diseases,Cancer: specific types
95,KEGG_2021_Human,Glutathione metabolism,20/57,9.534148968598417e-05,0.0003105970179460928,0,0,3.172859390565212,29.374476550049355,GGT5;GSTM4;RRM2;GSTP1;GSR;OPLAH;PGD;PRDX6;GGCT;HPGDS;RRM2B;GSTA3;ANPEP;GSTA1;SMS;CHAC2;LAP3;GGT1;GCLM;GSTT2B,0,Metabolism,Metabolism of other amino acids
96,KEGG_2021_Human,Autoimmune thyroid disease,19/53,0.00010177137339668544,0.0003281607550342102,0,0,3.27962445308702,30.14887164782505,CD86;IL10;CD40;CD80;GZMB;FASLG;HLA-A;IL2;HLA-E;IL4;CD40LG;IL5;TG;CD28;CTLA4;FAS;HLA-DRA;CGA;TSHB,0,Human Diseases,Immune disease
97,KEGG_2021_Human,Axon guidance,46/182,0.00010447722747073116,0.00033348286748233387,0,0,1.9916733116604304,18.25675592486203,EPHB6;ITGB1;ROBO2;NRP1;SEMA7A;SRC;SEMA3G;SEMA3F;EFNA4;ROBO1;EFNB2;PPP3R1;SHH;RRAS;BOC;ABL1;NCK2;RAC3;SLIT2;HRAS;NEO1;EPHB4;PLXNA4;PAK4;EPHA4;SEMA6C;ARHGEF12;SEMA4D;DCC;SEMA4C;NFATC3;UNC5D;L1CAM;SSH3;RGMA;EFNA1;ENAH;CXCL12;FES;PARD3;RASA1;PLXNB3;PLXNB2;EPHA1;MET;EPHA2,0,Organismal Systems,Development and regeneration
98,KEGG_2021_Human,Thyroid hormone synthesis,24/75,0.00010780578179336755,0.00034066627046704155,0,0,2.763792788588357,25.247742579161592,ATF2;GSR;ITPR1;ATP1B4;ATP1B3;TTF2;ATP1B2;LRP2;ATP1B1;SERPINA7;ASGR1;ASGR2;PDIA4;HSP90B1;CREB3;TTR;TG;GNAS;PLCB1;CGA;PLCB2;TSHB;DUOX2;ATF4,0,Organismal Systems,Endocrine system
99,KEGG_2021_Human,Shigellosis,58/246,0.0001179592016078366,0.00036906047235719177,0,0,1.8186513683116112,16.45001396587424,ITGB1;CSF2;CXCL8;CALCOCO2;WASL;TNF;HK2;CRKL;AKT2;AKT3;CASP4;CASP1;IKBKG;GABARAPL1;IL1R1;IL18;TRAF2;ACTN4;TNFRSF1A;IL1B;AKT1S1;HCLS1;PRKCQ;ITGA5;PLCB1;TP53;PLCB2;TLR4;ARF6;RNF31;BECN1;SRC;PXN;ITPR1;FOXO3;GABARAP;EGFR;FOXO1;C3;CYTH3;MAPK9;CCL5;CD14;WASF1;JUN;SEPTIN3;SEPTIN9;SEPTIN7;NFKB1;SEPTIN8;MAPK13;MYLPF;TNIP1;ATG16L1;BCL2;BAX;TAB2;BCL2L1,0,Human Diseases,Infectious disease: bacterial
100,KEGG_2021_Human,ErbB signaling pathway,26/85,0.00013153187280046596,0.0004074909000485024,0,0,2.588697834697496,23.133280425168863,CDKN1A;SHC1;SRC;ARAF;TGFA;AREG;EGFR;CRKL;MAPK9;ERBB3;ERBB4;AKT2;AKT3;ERBB2;NCK2;ABL1;EIF4EBP1;HRAS;PAK4;STAT5B;MAP2K1;JUN;EGF;EREG;BTC;HBEGF,0,Environmental Information Processing,Signal transduction
101,KEGG_2021_Human,Platelet activation,34/124,0.00015285254007419886,0.0004689456569266684,0,0,2.221291488788893,19.516348967676493,ITGB1;SRC;SNAP23;ITPR1;PPP1CC;RAP1A;AKT2;AKT3;PRKG1;LYN;VASP;FGA;ARHGEF12;PPP1R12A;VWF;GP1BB;NOS3;ITGA2;F2R;PLA2G4A;GP1BA;GP6;F2;GP5;MAPK13;COL1A1;APBB1IP;VAMP8;COL3A1;FCGR2A;GNAS;ARHGEF1;PLCB1;PLCB2,0,Organismal Systems,Immune system
102,KEGG_2021_Human,Renin-angiotensin system,11/23,0.00015655116953094026,0.0004756747074209338,0,0,5.371880723443224,47.06910456333046,ACE2;ENPEP;ACE;KLK1;MME;ANPEP;ATP6AP2;PRCP;REN;THOP1;AGT,0,Organismal Systems,Endocrine system
103,KEGG_2021_Human,Fat digestion and absorption,16/43,0.00021514672102814107,0.0006474891794751674,0,0,3.475646268903923,29.34901864633719,PNLIPRP1;PNLIPRP2;SCARB1;PLA2G1B;PLA2G2A;APOA1;APOA4;LIPF;FABP1;FABP2;CLPS;PLA2G10;CD36;APOB;PNLIP;SLC27A4,0,Organismal Systems,Digestive system
104,KEGG_2021_Human,Adipocytokine signaling pathway,22/69,0.00021799711397794288,0.0006498781888399052,0,0,2.747841903378879,23.167134043591098,ACSL1;ADIPOQ;TRAF2;TNFRSF1B;TNF;PRKAB1;PRKAG3;NFKB1;TNFRSF1A;POMC;MAPK9;STK11;AKT2;NPY;LEP;AKT3;LEPR;PRKCQ;AGRP;CD36;IKBKG;NFKBIE,0,Organismal Systems,Endocrine system
105,KEGG_2021_Human,Estrogen signaling pathway,36/137,0.0002502325332968102,0.0007342918151514654,0,0,2.095895907567896,17.3815161415822,ATF2;SHC1;SRC;ITPR1;TGFA;EGFR;HSP90B1;AKT2;AKT3;CTSD;HRAS;MAP2K1;JUN;NOS3;HSPA2;FOS;ESR1;MMP9;POMC;CREB3;KRT19;KRT18;KRT17;KRT14;BCL2;GNAS;PGR;TFF1;FKBP4;PLCB1;PLCB2;EBAG9;ATF4;FKBP5;HBEGF;HSPA1A,0,Organismal Systems,Endocrine system
106,KEGG_2021_Human,Vitamin digestion and absorption,11/24,0.0002509604937859439,0.0007342918151514654,0,0,4.9583685545224006,41.10594149760463,SCARB1;BTD;FOLH1;RBP2;TCN2;CBLIF;APOA1;APOA4;APOB;PLB1;PNLIP,0,Organismal Systems,Digestive system
107,KEGG_2021_Human,Purine metabolism,34/129,0.0003447817814002621,0.0009995508524998423,0,0,2.10376200105664,16.772450528678462,GUCY2C;CANT1;PDE1C;NPR1;GMPR2;AK1;AK2;NUDT2;GMPR;NUDT5;FHIT;NT5C;NT5E;GUK1;PGM2;NUDT16;ENTPD2;RRM2;PKLR;ENTPD5;PDE4D;ENTPD6;NME3;ADA2;AMPD3;APRT;NME1;NT5C3A;RRM2B;NT5C1A;PDE5A;GART;ADA;ITPA,0,Metabolism,Nucleotide metabolism
108,KEGG_2021_Human,SNARE interactions in vesicular transport,13/33,0.000436591399265182,0.0012542080197072,0,0,3.809982817869416,29.47598088923972,STX16;STX8;SNAP23;STX7;VAMP8;STX1B;STX6;VTI1A;STX5;STX4;STX3;SNAP29;VAMP5,0,Genetic Information Processing,"Folding, sorting and degradation"
109,KEGG_2021_Human,Leukocyte transendothelial migration,30/114,0.0007671277916043908,0.0021452423198848,0,0,2.0977976396227347,15.047202815852437,ITGB1;ITGAM;NCF2;TXK;PXN;ITGB2;CD99L2;THY1;F11R;ARHGAP5;ITGAL;ICAM1;CDH5;RAP1A;CTNNA1;CD99;JAM2;JAM3;VASP;VAV3;VCAM1;ACTN4;MMP9;MAPK13;MYLPF;OCLN;CXCL12;PECAM1;ESAM;EZR,0,Organismal Systems,Immune system
110,KEGG_2021_Human,Nicotinate and nicotinamide metabolism,13/35,0.0008460022078928001,0.0023450587517028,0,0,3.463214620431115,24.502203919281147,SIRT5;SIRT1;SIRT2;NT5C;BST1;NT5E;NMNAT1;NMRK2;NAPRT;NT5C1A;NAMPT;CD38;NADK,0,Metabolism,Metabolism of cofactors and vitamins
111,KEGG_2021_Human,cAMP signaling pathway,49/216,0.0009553624425557832,0.0026251698421532,0,0,1.726380224936349,12.004246383989848,GLP1R;CHRM1;OXT;PPP1CC;AKT2;AKT3;RAC3;EP300;SOX9;TSHB;VAV3;EDN1;MAP2K1;PPP1R12A;FSHB;PDE4D;F2R;ATP1B4;ATP1B3;FOS;ATP1B2;ATP1B1;GIP;CREB3;ACOX1;CNGB3;ADCYAP1R1;GIPR;NPR1;LHB;CACNA1C;MAPK9;RAP1A;RRAS;NPY;TNNI3;CGA;JUN;BDNF;HTR1A;ATP2B4;HTR1B;NFATC1;GCG;GRIN2B;NFKB1;POMC;GNAS;GHRL,0,Environmental Information Processing,Signal transduction
112,KEGG_2021_Human,Chronic myeloid leukemia,22/76,0.0009654115612107116,0.0026299142529533,0,0,2.3906571169583923,16.59822731576182,STAT5B;CDKN1A;MAP2K1;TGFB2;SMAD3;TGFB1;GADD45B;SHC1;ARAF;TGFBR1;NFKB1;CRKL;TGFBR2;BCR;AKT2;AKT3;ABL1;BAX;IKBKG;HRAS;TP53;BCL2L1,0,Human Diseases,Cancer: specific types
113,KEGG_2021_Human,Endocrine and other factor-regulated calcium reabsorption,17/53,0.0010174406034946,0.002747959236789,0,0,2.769146210904642,19.08070509401405,KLK1;PTH;ATP2B4;CLTA;ATP1B4;ATP1B3;PTH1R;ATP1B2;AP2B1;ATP1B1;ESR1;DNM1;DNM3;CALB1;GNAS;PLCB1;PLCB2,0,Organismal Systems,Excretory system
114,KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",28/106,0.0010603831143395,0.0028396700350108,0,0,2.107842876754794,14.436879359136976,ATF2;CDKN1A;PTH;ARAF;ITPR1;GATA3;PTH1R;EGFR;SLC9A3R1;BGLAP;TNFSF11;SOST;FGF23;SLC34A3;MAP2K1;PDE4D;FOS;CREB3;MMP13;CYP24A1;MMP15;BCL2;GNAS;ARHGEF1;PLCB1;PLCB2;ATF4;HBEGF,0,Organismal Systems,Endocrine system
115,KEGG_2021_Human,Non-small cell lung cancer,21/72,0.0011208019306917,0.0029723590480124,0,0,2.415818705152633,16.412373725495193,RET;STAT5B;CDKN1A;MAP2K1;GADD45B;EGF;HGF;ARAF;TGFA;FOXO3;STK4;FHIT;EGFR;CASP9;AKT2;AKT3;ERBB2;BAX;HRAS;MET;TP53,0,Human Diseases,Cancer: specific types
116,KEGG_2021_Human,Endometrial cancer,18/58,0.0011287439422832,0.0029723590480124,0,0,2.6391222030981067,17.910798224601805,CDKN1A;MAP2K1;GADD45B;EGF;ARAF;PTEN;AXIN1;FOXO3;EGFR;CASP9;CDH1;AKT2;AKT3;ERBB2;CTNNA1;BAX;HRAS;TP53,0,Human Diseases,Cancer: specific types
117,KEGG_2021_Human,Longevity regulating pathway,27/102,0.0012470618914894,0.003234563561126,0,0,2.113508287292817,14.132955904617347,ATF2;FOXO3;FOXO1;PRKAG3;IGF1R;STK11;AKT2;AKT3;EIF4EBP1;HRAS;EIF4E;INSR;ADIPOQ;TSC1;HSPA2;SOD2;PRKAB1;SIRT1;NFKB1;SOD1;CREB3;AKT1S1;CAT;BAX;TP53;ATF4;HSPA1A,0,Organismal Systems,Aging
118,KEGG_2021_Human,Necroptosis,38/159,0.0012487871976499,0.003234563561126,0,0,1.845762493375539,12.33999731511388,RNF31;VPS4B;XIAP;FASLG;TNF;MAPK9;CASP8;AIFM1;SMPD1;CHMP1A;TNFSF10;CASP1;FADD;BID;ZBP1;STAT5B;IL33;PARP1;IFNGR1;IFNGR2;STAT2;EIF2AK2;TNFRSF10B;PLA2G4A;TNFRSF10A;TRAF2;TNFRSF1A;IL1A;IFNG;IL1B;BCL2;BAX;FAS;CHMP6;TLR4;BIRC2;TLR3;IFNAR1,0,Cellular Processes,Cell growth and death
119,KEGG_2021_Human,Fc epsilon RI signaling pathway,20/68,0.0012994807439186,0.0033385033746201,0,0,2.4441669537260307,16.243421575409787,VAV3;LYN;MAP2K1;CSF2;IL13;PLA2G4A;TNF;MAPK13;IL4;MAPK9;IL3;IL5;AKT2;INPP5D;AKT3;FCER1A;RAC3;HRAS;LAT;MAP2K6,0,Organismal Systems,Immune system
120,KEGG_2021_Human,Arginine and proline metabolism,16/50,0.0014567887172617,0.003712461569796,0,0,2.758938869665513,18.02006654268238,GAMT;ARG2;AOC1;GOT1;NOS2;ARG1;NOS3;SAT2;SAT1;CNDP1;ALDH2;SMS;NOS1;LAP3;CKB;L3HYPDH,0,Metabolism,Amino acid metabolism
121,KEGG_2021_Human,TGF-beta signaling pathway,25/94,0.001725890842778,0.004363052050543,0,0,2.126404016763185,13.528207725214312,TNF;HJV;EP300;NEO1;LEFTY2;SMAD2;SMAD1;TGFB2;SMAD3;TGFB1;FST;INHBB;RGMB;INHBC;SMAD5;DCN;TGFBR1;BMP6;RGMA;TGFBR2;BMP4;IFNG;BAMBI;ID4;NBL1,0,Environmental Information Processing,Signal transduction
122,KEGG_2021_Human,Hepatitis C,37/157,0.0018710809668223,0.004692552265999,0,0,1.8116452991452991,11.379377031072686,SCARB1;CDKN1A;ARAF;FASLG;IFIT1;TNF;EGFR;CASP9;CASP8;YWHAQ;AKT2;CASP3;AKT3;FADD;IKBKG;BID;HRAS;LDLR;MAP2K1;DDX58;EGF;STAT2;EIF2AK3;EIF2AK2;TRAF2;NFKB1;TNFRSF1A;CXCL10;MAVS;OCLN;IFNG;TRAF3;BAX;FAS;TP53;TLR3;IFNAR1,0,Human Diseases,Infectious disease: viral
123,KEGG_2021_Human,Amino sugar and nucleotide sugar metabolism,15/48,0.0026341752924604,0.0065543259245471,0,0,2.664124046517444,15.822725916133953,GPI;UXS1;MPI;PMM2;NPL;HK2;CYB5R2;CHIT1;UGDH;GNPDA1;NAGK;GNPDA2;AMDHD2;PGM2;GNE,0,Metabolism,Carbohydrate metabolism
124,KEGG_2021_Human,Acute myeloid leukemia,19/67,0.0026988675157875,0.0066628291796005,0,0,2.321159033516988,13.729477029579742,CEBPA;CSF1R;STAT5B;MAP2K1;CSF2;ITGAM;FLT3;ZBTB16;ARAF;MPO;NFKB1;IL3;AKT2;AKT3;KIT;EIF4EBP1;IKBKG;CD14;HRAS,0,Human Diseases,Cancer: specific types
125,KEGG_2021_Human,Thiamine metabolism,7/15,0.003085829290905,0.0075590857048526,0,0,5.121870713305898,29.609200872199526,THTPA;TPK1;ALPP;AK1;AK2;ALPI;ACP1,0,Metabolism,Metabolism of cofactors and vitamins
